-0.0165946 -0.0511092 0.00382877	-0.0328749	-0.00492147	0.0890625	0.995471
-0.0201226  -0.053904 0.00173348	-0.0330347	-0.00647994	0.086142	0.995714
 -0.0245089   -0.057336 -0.00208414	-0.0324475	-0.0081268	0.0833916	0.995955
-0.0300444 -0.0593507 -0.0068089	-0.0298218	-0.00848016	0.0694335	0.997105
-0.0263168 -0.0670319 -0.0109049	-0.0308834	-0.00850438	0.0614601	0.997595
-0.0263888  -0.069296 -0.0119595	-0.0306152	-0.0077495	0.0549255	0.997991
-0.0219696 -0.0731103 -0.0194672	-0.0307524	-0.0071663	0.0438911	0.998537
-0.0194542 -0.0746152  -0.020892	-0.0313874	-0.00733306	0.0409912	0.998639
 0.0126068  -0.117567 -0.0327225	-0.0505229	-0.0158498	0.0353049	0.997973
 0.0122197  -0.118615 -0.0291764	-0.0506666	-0.0169437	0.0315337	0.998074
0.00874514  -0.113345 -0.0296102	-0.0504913	-0.0171879	0.0333084	0.998021
0.00574575  -0.108394 -0.0289777	-0.051117	-0.017311	0.0286771	0.998131
0.00138714  -0.102174 -0.0301952	-0.0502066	-0.0172497	0.0282272	0.998191
0.00850853 -0.0972806  -0.028745	-0.0497133	-0.0189639	0.0203036	0.998377
 0.0191759 -0.0883579 -0.0299827	-0.0513177	-0.0192479	0.0128648	0.998414
 0.0377363 -0.0880954 -0.0302814	-0.0526844	-0.0201437	0.000302016	0.998408
  0.059237 -0.0817959 -0.0255082	-0.0544501	-0.0253608	0.000318522	0.998194
 0.0645108 -0.0797356 -0.0231938	-0.0571298	-0.0189902	-0.00728904	0.99816
 0.0501361 -0.0783013 -0.0246376	-0.0560151	-0.00910807	-0.0138526	0.998292
 0.0684031  -0.136932 -0.0167541	-0.0791872	-0.0165138	-0.0155774	0.996601
   0.07754  -0.112856 -0.0300212	-0.0701542	-0.0199042	-0.0228438	0.997076
 0.0877887  -0.111591 -0.0293169	-0.0707372	-0.0237274	-0.021395	0.996983
 0.0988051  -0.116297 -0.0225402	-0.073	-0.0258518	-0.026395	0.996647
  0.121936  -0.115605 -0.0280321	-0.0738216	-0.0317121	-0.0345857	0.996167
  0.130395  -0.117104 -0.0280907	-0.0735866	-0.0321339	-0.041924	0.995889
  0.175733  -0.121597 -0.0237802	-0.0740611	-0.0440708	-0.0547003	0.994777
  0.186084  -0.124715 -0.0229025	-0.0751877	-0.0460063	-0.0597565	0.994314
  0.243432  -0.135362 -0.0257069	-0.0786548	-0.0639958	-0.0682913	0.992499
   0.23511  -0.146652 -0.0190921	-0.0815187	-0.0594979	-0.0783812	0.991802
  0.237209   -0.14823 -0.0196016	-0.0823265	-0.059337	-0.0820434	0.991449
  0.263376  -0.162525 -0.0211174	-0.0897282	-0.0655486	-0.104051	0.988345
  0.256974  -0.160124 -0.0182215	-0.0900101	-0.0652875	-0.102647	0.988483
   0.271392   -0.154208 -0.00678863	-0.0892498	-0.0716028	-0.108282	0.987513
   0.239942   -0.106849 -0.00409403	-0.0752039	-0.0564556	-0.122737	0.987974
  0.283872  -0.106611 -0.0160794	-0.0776728	-0.0748104	-0.132351	0.985319
  0.239661 -0.0249346  0.0104478	-0.0503057	-0.0521464	-0.14437	0.986867
  0.316741  -0.055128 -0.0168222	-0.0613453	-0.0853128	-0.147427	0.983475
  0.325838 -0.0596381 -0.0131865	-0.0642614	-0.0809068	-0.153846	0.982678
 0.350419  0.011382 0.0361124	-0.0205271	-0.068415	-0.240293	0.968069
  0.354385 0.00691299  0.0368148	-0.0196578	-0.0662879	-0.242319	0.96773
  0.334423 0.00165787  0.0385389	-0.0227023	-0.0530901	-0.240944	0.96882
  0.362898 -0.0138589  0.0302985	-0.0241493	-0.0648071	-0.228759	0.971023
   0.360749  -0.0090566 -0.00570946	-0.0239067	-0.059187	-0.223682	0.97257
 0.326096 0.0291208 0.0233308	-0.0172639	-0.0450211	-0.157974	0.986265
 0.198271 0.0911816 0.0817341	0.00678913	0.0152733	-0.144518	0.989361
  0.259663 0.00725708   0.034373	-0.02819	-0.0158012	-0.147164	0.988584
 0.254822 0.0135334 0.0418458	-0.0234902	-0.0133775	-0.132678	0.99079
 0.307217 0.0153261 0.0450956	-0.0171276	-0.0251761	-0.169941	0.984984
  0.313102 -0.0153471  0.0193401	-0.0343129	-0.0397932	-0.127047	0.990504
  0.304387 -0.0143014  0.0255822	-0.0342373	-0.0338749	-0.119508	0.991664
 0.345436 -0.017357 0.0283131	-0.0345548	-0.0435648	-0.14482	0.987894
   0.354025 -0.00201068  0.00518874	-0.0323365	-0.0525575	-0.111727	0.991821
   0.37654 -0.0074528  0.0203477	-0.0310058	-0.0592002	-0.134921	0.9886
  0.317888 -0.0151712  0.0376244	-0.039881	-0.032057	-0.125374	0.990789
  0.327825 -0.0110295 0.00447987	-0.0432808	-0.0419144	-0.102395	0.992917
 0.341599 0.0200152 0.0292155	-0.0290017	-0.0430466	-0.112275	0.992321
   0.311513 -0.00504412   0.0342669	-0.0428675	-0.0355436	-0.0932901	0.994081
  0.239331 -0.0309065   0.044154	-0.0538927	-0.0118113	-0.0620256	0.996549
  0.270456 -0.0107728  0.0413714	-0.0445774	-0.0234163	-0.074314	0.995963
  0.234122 -0.0200752  0.0459121	-0.0473744	-0.0136607	-0.0547831	0.99728
  0.222142 -0.0272242  0.0357021	-0.0499033	-0.0183812	-0.0364423	0.99792
  0.220482 -0.0304564   0.033286	-0.0502161	-0.0215209	-0.032484	0.997978
0.128589  0.18867 0.175079	0.0611879	0.0251555	-0.0366342	0.997136
